time,symbol,open,close,high,low,volume,category
2021-08-24,SENFLOAT,198.18,194.78,198.66,194.47,11512361018,index
2021-08-25,SENFLOAT,195.03,191.42,195.03,190.72,8667225415,index
2021-08-26,SENFLOAT,192.05,192.75,193.96,190.78,9645141330,index
2021-08-29,SENFLOAT,193.61,189.81,194.4,189.31,10701292756,index
2021-08-31,SENFLOAT,189.93,185.72,190.09,185.24,10023619684,index
2021-09-01,SENFLOAT,185.63,185.6,188.69,184.68,7033277263,index
2021-09-02,SENFLOAT,185.56,182.63,187.18,181.9,7164501843,index
2021-09-05,SENFLOAT,182.54,176.2,182.63,173.84,8354294000,index
2021-09-06,SENFLOAT,176.01,186.64,186.73,175.04,7191753883,index
2021-09-07,SENFLOAT,187.91,183.62,188.24,182.31,5715880836,index
2021-09-08,SENFLOAT,183.88,179.9,183.88,179.42,5149935698,index
2021-09-09,SENFLOAT,180.13,179.75,182.1,179.12,4827893520,index
2021-09-12,SENFLOAT,180.35,184.47,184.47,180.32,6582384159,index
2021-09-13,SENFLOAT,185.16,184.96,187.29,184.48,6616936825,index
2021-09-14,SENFLOAT,185.34,183.84,185.98,183.08,3694238602,index
2021-09-15,SENFLOAT,184.12,181.24,184.42,180.89,3627956775,index
2021-09-16,SENFLOAT,181.47,176.6,181.48,175.51,6682278774,index
2021-09-20,SENFLOAT,176.64,170.02,176.84,169.86,6202436605,index
2021-09-21,SENFLOAT,169.55,170.74,174.67,165.09,5365667056,index
2021-09-22,SENFLOAT,170.99,177.94,178.2,171.0,4587300022,index
2021-09-23,SENFLOAT,179.98,179.34,183.41,178.2,6118615185,index
2021-09-26,SENFLOAT,181.22,175.84,182.1,175.77,4800384766,index
2021-09-27,SENFLOAT,176.56,171.3,176.68,170.58,3708165646,index
2021-09-28,SENFLOAT,171.33,167.11,172.14,166.08,4216461204,index
2021-09-29,SENFLOAT,167.48,170.1,170.11,164.75,3750089520,index
2021-09-30,SENFLOAT,170.62,167.73,171.6,167.3,2655881470,index
2021-10-03,SENFLOAT,167.82,164.18,168.45,163.78,2876669083,index
2021-10-04,SENFLOAT,164.14,163.37,165.57,161.81,2578508168,index
2021-10-05,SENFLOAT,163.26,166.05,166.66,163.25,2094815927,index
2021-10-06,SENFLOAT,166.21,170.59,170.62,166.22,3348549529,index
2021-10-10,SENFLOAT,171.27,169.23,173.43,168.4,3179004898,index
2021-10-11,SENFLOAT,169.19,167.61,169.45,165.86,2584906941,index
2021-10-17,SENFLOAT,167.86,168.4,169.36,166.32,1105952320,index
2021-10-18,SENFLOAT,168.31,163.99,168.32,163.27,2184026578,index
2021-10-19,SENFLOAT,163.97,158.91,164.09,156.9,2651064866,index
2021-10-20,SENFLOAT,159.82,162.71,164.5,159.78,1965127698,index
2021-10-21,SENFLOAT,162.94,161.91,163.87,161.08,2180549004,index
2021-10-24,SENFLOAT,161.81,163.83,163.83,160.31,2099626276,index
2021-10-25,SENFLOAT,164.06,168.56,168.58,163.85,3112428513,index
2021-10-26,SENFLOAT,168.73,172.58,172.77,168.36,4710685541,index
2021-10-27,SENFLOAT,172.45,172.94,175.32,170.21,4774661419,index
2021-10-28,SENFLOAT,173.24,173.7,173.8,171.79,3816739697,index
2021-10-31,SENFLOAT,174.47,177.09,177.17,173.79,5529167223,index
2021-11-01,SENFLOAT,179.19,176.2,179.89,175.47,5695702825,index
