bank_code,year_month,close,high,low,per_change,traded_quantity,traded_amount
EBL,2015-04,2109.5,2185.0,2045.0,0.15,28440.0,60088356.0
EBL,2015-05,1798.17,2091.0,1600.0,-1.7,26107.0,46241810.0
EBL,2015-06,2046.88,2210.0,1911.0,0.48,155063.0,316694799.0
EBL,2015-07,2231.89,2816.0,2040.0,1.03,167865.0,397310536.0
EBL,2015-08,2988.82,3450.0,2560.0,1.28,360008.0,1082538875.0
EBL,2015-09,3195.58,3355.0,2921.0,-0.08,249977.0,798751940.0
EBL,2015-10,3040.87,3570.0,2592.0,-1.27,212685.0,663141877.0
EBL,2015-11,2648.79,2782.0,2436.0,-0.38,131729.0,342218438.0
EBL,2015-12,2050.5,2190.0,1900.0,-0.78,78409.0,161244975.0
EBL,2016-01,2228.45,2460.0,2030.0,0.58,132076.0,299590980.0
EBL,2016-02,2394.37,2531.0,2324.0,0.23,96235.0,230944463.0
EBL,2016-03,2548.84,2850.0,2402.0,0.6,158425.0,414292748.0
EBL,2016-04,2845.94,3000.0,2660.0,0.39,207230.0,596851167.0
EBL,2016-05,2918.64,3010.0,2850.0,-0.03,258248.0,755071172.0
EBL,2016-06,3101.5,3547.0,2765.0,0.65,376661.0,1189070381.0
EBL,2016-07,3414.79,3585.0,3283.0,0.24,277541.0,947520538.0
EBL,2016-08,3245.33,3434.0,3050.0,-0.08,237669.0,770362529.0
EBL,2016-09,3501.47,3700.0,3348.0,0.26,377915.0,1330003754.0
EBL,2016-10,3630.87,3824.0,3505.0,0.07,210806.0,766052146.0
EBL,2016-11,3497.95,3920.0,2985.0,-0.39,831934.0,2920251236.0
EBL,2016-12,2764.11,3364.0,1640.0,-2.72,475499.0,1398991638.0
EBL,2017-01,1847.59,1957.0,1651.0,0.03,161780.0,296001479.0
EBL,2017-02,1712.0,1820.0,1566.0,-0.09,130902.0,223461184.0
EBL,2017-03,1788.58,2030.0,1700.0,0.78,129041.0,237871930.0
EBL,2017-04,1966.58,2142.0,1781.0,-0.22,252625.0,499042608.0
EBL,2017-05,1757.94,1890.0,1650.0,-0.5,150507.0,264275387.0
EBL,2017-06,1618.53,1800.0,1270.0,-0.97,412135.0,661102434.0
EBL,2017-07,1365.82,1404.0,1322.0,0.07,172450.0,235868232.0
EBL,2017-08,1361.0,1430.0,1288.0,-0.31,189455.0,259576994.0
EBL,2017-09,1232.79,1300.0,1170.0,-0.39,136233.0,167774402.0
EBL,2017-10,1220.44,1265.0,1180.0,-0.11,93278.0,113180580.0
EBL,2017-11,1160.09,1234.0,1097.0,0.04,370362.0,427762209.0
EBL,2017-12,1119.22,1218.0,788.0,-2.06,324711.0,357437636.0
EBL,2018-01,878.68,950.0,800.0,0.42,254978.0,224689617.0
EBL,2018-02,841.0,894.0,800.0,-0.39,198408.0,167368313.0
EBL,2018-03,733.06,790.0,650.0,-0.42,290441.0,212140813.0
EBL,2018-04,796.48,900.0,710.0,0.36,291458.0,234740495.0
EBL,2018-05,752.05,809.0,700.0,-0.42,212470.0,159299205.0
EBL,2018-06,681.74,727.0,655.0,-0.46,176735.0,120822575.0
EBL,2018-07,664.65,697.0,638.0,0.02,155137.0,102845909.0
EBL,2018-08,659.9,675.0,641.0,-0.06,153346.0,101152007.0
EBL,2018-09,656.89,676.0,640.0,-0.15,228201.0,149505993.0
EBL,2018-10,631.45,650.0,619.0,-0.16,139527.0,88025723.0
EBL,2018-11,569.37,625.0,528.0,-0.81,194391.0,110666652.0
EBL,2018-12,535.18,562.0,515.0,0.09,201919.0,108487808.0
EBL,2019-01,530.57,548.0,520.0,-0.13,144932.0,76906807.0
EBL,2019-02,511.68,526.0,501.0,-0.17,113089.0,57966030.0
EBL,2019-03,540.32,565.0,506.0,0.54,205893.0,111422144.0
EBL,2019-04,629.76,704.0,556.0,0.83,416846.0,263983830.0
EBL,2019-05,667.95,707.0,645.0,0.09,281705.0,188631011.0
EBL,2019-06,663.53,688.0,650.0,-0.19,186856.0,124138184.0
EBL,2019-07,663.87,696.0,643.0,0.09,187149.0,124318311.0
EBL,2019-08,651.9,670.0,641.0,-0.16,150913.0,98507503.0
EBL,2019-09,585.45,645.0,546.0,-0.58,191133.0,112425750.0
EBL,2019-10,557.86,584.0,539.0,-0.08,118221.0,65489090.0
EBL,2019-11,551.5,567.0,529.0,-0.12,141570.0,77754610.0
EBL,2019-12,545.96,583.0,517.0,-0.15,161888.0,89294244.0
EBL,2020-01,597.68,654.0,523.0,0.85,378692.0,228417691.0
EBL,2020-02,680.75,880.0,626.0,1.74,626216.0,449051638.0
EBL,2020-03,709.07,932.0,590.0,-2.47,827060.0,617560328.0
EBL,2020-05,585.5,600.0,577.0,-2.9,420.0,249280.0
EBL,2020-06,585.0,609.0,520.0,1.94,18529.0,9975375.0
EBL,2020-07,704.73,835.0,601.0,1.03,596032.0,431420267.0
EBL,2020-08,722.14,745.0,700.0,-0.15,408851.0,295642247.0
EBL,2020-09,732.76,765.0,711.0,-0.05,589348.0,432399963.0
EBL,2020-10,719.67,754.0,702.0,0.16,520365.0,374851756.0
EBL,2020-11,683.53,760.0,638.0,-0.07,1662350.0,1138383396.0
EBL,2020-12,701.35,792.0,665.0,0.49,1784783.0,1270165619.0
EBL,2021-01,804.75,852.0,744.0,0.04,2077451.0,1676498144.0
EBL,2021-02,796.9,864.0,766.0,0.09,2023791.0,1630016378.0
EBL,2021-03,746.8,804.0,721.0,-0.16,847556.0,635995207.0
EBL,2021-04,761.95,841.0,710.0,-0.17,2160204.0,1701789388.0
EBL,2021-05,735.0,770.0,691.0,0.01,1113919.0,821223099.0
EBL,2021-06,739.95,811.0,700.0,-0.01,1902563.0,1424325645.0
EBL,2021-07,750.04,805.0,718.0,0.27,1300748.0,990286947.0
EBL,2021-08,757.87,782.3,729.0,-0.24,1611250.0,1221195978.0
EBL,2021-09,722.68,753.9,677.1,-0.07,1105572.0,798682358.3
EBL,2021-10,709.9,745.0,668.3,-0.17,1028610.0,722416103.6
EBL,2021-11,624.86,700.0,580.0,-0.84,957201.0,609483796.6
EBL,2021-12,538.34,594.0,515.0,-0.17,453827.0,244641664.9
EBL,2022-01,599.45,640.0,532.0,0.42,945033.0,568489985.0
EBL,2022-02,569.3,601.0,540.0,-0.26,359032.0,204232635.8
EBL,2022-03,538.22,561.0,522.0,-0.3,304411.0,163333552.7
EBL,2022-04,511.77,529.0,498.0,-0.16,241184.0,123507666.2
EBL,2022-05,494.54,512.0,475.0,-0.28,186392.0,92030600.2
EBL,2022-06,450.98,486.0,425.0,-0.19,293403.0,131713486.5
EBL,2022-07,455.52,524.9,411.0,0.57,1192132.0,541700520.5
EBL,2022-08,505.18,535.0,489.0,-0.24,771698.0,391565113.7
EBL,2022-09,483.9,504.8,470.1,-0.11,233307.0,113045036.1
EBL,2022-10,498.02,540.0,475.2,0.99,517012.0,255187081.8
EBL,2022-11,526.26,554.9,465.5,-0.04,995491.0,531416617.1
EBL,2022-12,449.56,486.4,421.5,0.16,501235.0,224975684.4
EBL,2023-01,514.34,558.9,468.0,0.28,1060565.0,550106748.0
EBL,2023-02,521.54,552.0,501.0,0.15,711621.0,374864425.8
EBL,2023-03,502.43,520.0,483.0,-0.21,407097.0,204347530.6
EBL,2023-04,507.29,561.0,479.0,0.36,549316.0,282885308.6
EBL,2023-05,534.73,555.0,516.0,-0.06,757652.0,406550741.6
EBL,2023-06,546.4,596.7,520.0,0.41,1136695.0,628766621.6
EBL,2023-07,576.51,623.0,545.0,0.27,1567918.0,922578456.8
EBL,2023-08,610.15,633.0,592.0,0.01,1326514.0,810011937.1
EBL,2023-09,594.81,629.0,568.0,-0.33,1056813.0,631902993.9
EBL,2023-10,485.08,575.0,448.0,-0.58,505811.0,254582561.6
EBL,2023-11,465.5,490.0,452.0,0.08,221325.0,102800288.3
EBL,2023-12,508.49,560.0,462.5,0.45,570678.0,296209322.8
EBL,2024-01,523.27,555.0,480.0,0.22,1019321.0,535991923.06
EBL,2024-02,518.38,539.5,495.0,-0.33,476191.0,247014913.3
EBL,2024-03,511.19,536.5,490.0,0.03,378582.0,192997814.5
EBL,2024-04,501.53,515.1,487.3,0.1,366225.0,182813151.3
EBL,2024-05,517.24,559.0,492.1,0.15,779785.0,411418747.6
EBL,2024-06,527.47,540.0,517.1,-0.05,405329.0,213241546.8
EBL,2024-07,587.07,700.0,511.0,1.2,2635709.0,1638989705.5
EBL,2024-08,713.67,790.0,660.0,0.55,4537083.0,3247935955.3
EBL,2024-09,680.04,755.0,567.0,-0.68,1941638.0,1346135334.0
EBL,2024-10,607.67,630.0,586.0,0.19,573959.0,348509450.39
EBL,2024-11,609.57,628.0,598.0,0.07,553396.0,337311031.1
EBL,2024-12,591.42,622.2,575.0,-0.24,606660.0,358990079.6
EBL,2025-01,588.48,610.0,570.0,0.17,661222.0,389330289.55
EBL,2025-02,611.53,650.0,597.0,0.29,881404.0,539492553.2
EBL,2025-03,616.24,650.0,594.0,-0.2,730212.0,452643676.3
EBL,2025-04,614.04,635.0,600.0,0.05,718918.0,444099565.5
EBL,2025-05,627.93,665.0,610.0,0.45,1150230.0,735599793.4
EBL,2025-06,642.29,676.0,625.0,-0.15,1321817.0,856938113.1
EBL,2025-07,704.05,775.0,640.1,0.49,4220750.0,3037242823.0
EBL,2025-08,727.18,755.0,700.0,0.24,2151813.0,1567235179.3
EBL,2025-09,723.87,780.6,656.6,-0.33,1368024.0,1002104497.1
EBL,2025-10,653.35,738.0,619.0,-0.63,800386.0,541453150.2
EBL,2025-11,639.3,666.0,623.0,0.22,504173.0,322813804.2
EBL,2025-12,648.16,664.0,637.0,0.07,418683.0,271626428.1
EBL,2026-01,664.86,683.5,645.0,0.09,504229.0,336213325.8
EBL,2026-02,667.98,675.0,652.0,-0.12,142613.0,95304785.7
GBIME,2012-09,245.5,249.0,238.0,-0.6,14463.0,3519227.0
GBIME,2012-10,254.75,285.0,240.0,0.83,58656.0,14812974.0
GBIME,2012-11,328.29,395.0,269.0,1.89,170744.0,56905483.0
GBIME,2012-12,410.45,450.0,355.0,0.62,326987.0,134819921.0
GBIME,2013-01,406.95,427.0,382.0,-0.22,160341.0,64979670.0
GBIME,2013-02,450.44,532.0,408.0,1.08,241926.0,111087730.0
GBIME,2013-03,504.83,557.0,475.0,-0.05,234779.0,118553765.0
GBIME,2013-04,500.79,526.0,473.0,0.0,161831.0,80818685.0
GBIME,2013-05,450.78,489.0,419.0,-1.14,89127.0,39209975.0
GBIME,2013-08,451.62,514.0,421.0,0.02,223301.0,102011482.0
GBIME,2013-09,414.48,435.0,391.0,-0.35,117648.0,48680171.0
GBIME,2013-10,433.89,473.0,392.0,0.76,194249.0,86846359.0
GBIME,2013-11,442.0,456.0,435.0,-1.4,45809.0,20193937.0
GBIME,2014-04,451.0,472.0,420.0,3.31,677.0,253450.0
GBIME,2014-05,598.26,689.0,481.0,1.18,632852.0,397214385.0
GBIME,2014-06,592.82,630.0,560.0,0.07,481845.0,286286681.0
GBIME,2014-07,671.77,765.0,575.0,0.87,677581.0,455220146.0
GBIME,2014-08,680.17,745.0,620.0,-0.41,465215.0,316943398.0
GBIME,2014-09,643.0,712.0,520.0,-0.79,702691.0,462436217.0
GBIME,2014-10,536.33,562.0,520.0,-0.3,65551.0,35092823.0
GBIME,2014-11,501.0,543.0,445.0,-0.25,131475.0,64977555.0
GBIME,2014-12,494.41,530.0,458.0,0.05,158055.0,78225641.0
GBIME,2015-01,500.68,535.0,487.0,0.06,271511.0,135964931.0
GBIME,2015-02,478.79,501.0,450.0,-0.42,255731.0,122387542.0
GBIME,2015-03,462.38,485.0,440.0,0.05,202584.0,93087557.0
GBIME,2015-04,453.06,478.0,436.0,-0.05,186141.0,82937728.0
GBIME,2015-05,404.8,451.0,383.0,-1.25,16363.0,6640816.0
GBIME,2015-06,455.26,501.0,430.0,0.31,223260.0,100597044.0
GBIME,2015-07,456.32,551.0,431.0,0.34,419178.0,201329486.0
GBIME,2015-08,528.45,607.0,475.0,0.61,825349.0,450084187.0
GBIME,2015-09,531.89,570.0,505.0,-0.03,506320.0,270796276.0
GBIME,2015-10,512.07,548.0,401.0,-1.76,218795.0,112642430.0
GBIME,2015-11,392.32,412.0,366.0,-0.39,163145.0,63561503.0
GBIME,2015-12,396.09,408.0,377.0,0.21,316499.0,125805654.0
GBIME,2016-01,431.05,484.0,390.0,0.66,750625.0,331924594.0
GBIME,2016-02,467.32,500.0,450.0,0.07,436632.0,204642200.0
GBIME,2016-03,473.05,504.0,451.0,0.22,668059.0,316528848.0
GBIME,2016-04,491.67,542.0,466.0,0.3,847881.0,419649588.0
GBIME,2016-05,503.05,540.0,487.0,0.07,960658.0,483349172.0
GBIME,2016-06,505.18,545.0,487.0,0.12,948675.0,483145527.0
GBIME,2016-07,544.26,623.0,500.0,0.55,1197601.0,662887278.0
GBIME,2016-08,535.33,580.0,507.0,-0.24,800859.0,431388424.0
GBIME,2016-09,528.79,570.0,496.0,-0.35,737378.0,396374281.0
GBIME,2016-10,505.4,515.0,490.0,-0.18,238492.0,120398874.0
GBIME,2016-11,465.68,502.0,408.0,-0.38,391553.0,178604022.0
GBIME,2016-12,435.74,465.0,410.0,-0.44,217493.0,94505083.0
GBIME,2017-01,415.95,435.0,375.0,-0.33,233766.0,95966195.0
GBIME,2017-02,389.89,421.0,363.0,-0.07,266968.0,103489438.0
GBIME,2017-03,399.84,423.0,355.0,0.24,1183815.0,477032496.0
GBIME,2017-04,416.58,461.0,395.0,0.23,784651.0,326573951.0
GBIME,2017-05,402.28,417.0,378.0,-0.36,385890.0,153833126.0
GBIME,2017-06,383.84,411.0,371.0,-0.08,306938.0,117597167.0
GBIME,2017-07,391.41,410.0,373.0,0.34,420491.0,165435449.0
GBIME,2017-08,390.8,410.0,375.0,-0.41,402837.0,157713886.0
GBIME,2017-09,375.79,390.0,358.0,0.07,248637.0,92773812.0
GBIME,2017-10,371.83,399.0,330.0,-0.75,272908.0,102060169.0
GBIME,2017-11,321.91,333.0,309.0,-0.08,245760.0,79127316.0
GBIME,2017-12,325.56,338.0,310.0,-0.19,770683.0,252686791.0
GBIME,2018-01,315.74,326.0,308.0,0.09,179651.0,56722822.0
GBIME,2018-02,322.67,337.0,316.0,0.02,344210.0,111125832.0
GBIME,2018-03,308.0,318.0,285.0,-0.25,368075.0,112953850.0
GBIME,2018-04,314.0,344.0,293.0,0.21,671964.0,213498681.0
GBIME,2018-05,311.43,321.0,300.0,-0.21,457455.0,140843651.0
GBIME,2018-06,294.05,308.0,282.0,-0.24,211537.0,62298150.0
GBIME,2018-07,287.13,299.0,275.0,-0.05,304154.0,86659297.0
GBIME,2018-08,294.05,304.0,286.0,0.19,357131.0,104766193.0
GBIME,2018-09,314.26,332.0,296.0,0.42,1090112.0,344564886.0
GBIME,2018-10,315.35,320.0,309.0,-0.11,439665.0,137996740.0
GBIME,2018-11,312.95,321.0,306.0,-0.1,263729.0,82208337.0
GBIME,2018-12,313.59,336.0,277.0,0.21,1146779.0,362202331.0
GBIME,2019-01,266.96,279.0,259.0,-0.11,202045.0,53880588.0
GBIME,2019-02,261.42,278.0,255.0,-0.19,141442.0,37050485.0
GBIME,2019-03,263.47,274.0,256.0,0.02,224940.0,59335664.0
GBIME,2019-04,288.38,329.0,261.0,0.89,1074508.0,321485401.0
GBIME,2019-05,309.86,320.0,303.0,-0.06,625826.0,194573472.0
GBIME,2019-06,300.84,311.0,294.0,-0.17,455299.0,137061956.0
GBIME,2019-07,295.75,305.0,292.0,-0.33,147394.0,43457264.0
GBIME,2020-01,292.56,331.0,245.0,1.62,3642396.0,1100519761.0
GBIME,2020-02,286.7,309.0,250.0,0.3,2986227.0,865513952.0
GBIME,2020-03,275.5,325.0,236.0,-1.46,3148666.0,908462646.0
GBIME,2020-05,237.5,244.0,234.0,-2.86,1153.0,276082.0
GBIME,2020-06,236.0,244.0,211.0,1.8,88676.0,19814539.0
GBIME,2020-07,252.95,289.0,226.0,0.33,1847283.0,472796665.0
GBIME,2020-08,252.81,265.0,243.0,-0.07,2302471.0,579821765.0
GBIME,2020-09,266.29,282.0,258.0,0.19,2413431.0,643262525.0
GBIME,2020-10,278.06,307.0,265.0,0.68,2847055.0,812819730.0
GBIME,2020-11,304.89,383.0,278.0,1.01,5068463.0,1610691242.0
GBIME,2020-12,338.65,369.0,300.0,-0.07,6970455.0,2371269203.0
GBIME,2021-01,330.75,353.0,309.0,0.4,4771339.0,1584276555.0
GBIME,2021-02,443.95,522.0,330.0,1.44,14933390.0,6525977509.0
GBIME,2021-03,434.3,485.0,415.0,0.02,5077769.0,2206669348.0
GBIME,2021-04,439.42,483.0,402.0,-0.12,4674229.0,2064316701.0
GBIME,2021-05,435.24,465.0,421.0,0.17,3987948.0,1746875399.0
GBIME,2021-06,446.32,478.0,432.0,-0.05,6523801.0,2941663685.0
GBIME,2021-07,458.18,510.0,417.0,0.55,5167298.0,2447549095.3
GBIME,2021-08,477.52,503.2,439.1,-0.43,4413081.0,2115332656.9
GBIME,2021-09,431.24,464.9,395.1,-0.39,3173698.0,1372664484.1
GBIME,2021-10,393.14,424.9,363.0,-0.24,1425714.0,560478396.9
GBIME,2021-11,370.48,403.0,313.0,-0.59,1238771.0,457511705.3
GBIME,2021-12,299.52,320.0,275.0,-0.27,1465355.0,439185078.05
GBIME,2022-01,337.07,373.3,298.0,0.93,3191646.0,1091472793.7
GBIME,2022-02,343.06,375.0,318.5,-0.68,1285018.0,444779792.6
GBIME,2022-03,318.78,334.5,309.1,-0.06,1815069.0,577601414.66
GBIME,2022-04,301.13,316.0,289.1,-0.26,1032287.0,311405053.6
GBIME,2022-05,295.57,315.0,283.0,-0.21,588651.0,173771204.69
GBIME,2022-06,268.38,291.0,250.3,-1.21,565524.0,150703224.2
GBIME,2022-12,207.83,240.0,197.1,-0.83,969853.0,203703156.2
GBIME,2023-01,211.32,217.7,207.0,-0.27,531648.0,112339277.8
GBIME,2023-02,198.18,210.0,192.1,-1.48,733705.0,145629861.1
GBIME,2023-03,187.61,199.0,182.0,-0.25,1559802.0,292793463.5
GBIME,2023-04,187.01,201.0,178.1,0.04,1708573.0,318880374.5
GBIME,2023-05,184.16,191.0,180.1,-0.14,1190831.0,219438623.7
GBIME,2023-06,183.75,201.9,177.9,0.28,2176886.0,401319764.1
GBIME,2023-07,197.28,241.9,176.0,0.66,4573925.0,949607551.6
GBIME,2023-08,211.69,230.0,203.1,-0.3,2325017.0,497582856.1
GBIME,2023-09,204.08,210.0,187.0,0.1,1066012.0,217652734.6
GBIME,2023-10,205.54,212.0,198.5,-0.01,1157584.0,237293921.8
GBIME,2023-11,205.66,212.0,197.0,-0.09,1437206.0,294816560.9
GBIME,2023-12,199.77,216.2,187.0,0.24,2433025.0,492884054.4
GBIME,2024-01,201.91,214.0,195.0,-0.2,2987581.0,605680106.6
GBIME,2024-02,189.92,200.8,179.2,-0.39,1218866.0,232233811.9
GBIME,2024-03,188.21,200.0,178.6,0.02,962132.0,180420674.8
GBIME,2024-04,178.45,184.8,170.0,-0.04,1453458.0,257884161.3
GBIME,2024-05,180.93,197.0,170.0,0.16,1972094.0,363162179.6
GBIME,2024-06,179.66,188.9,170.0,-0.35,1230747.0,219999421.4
GBIME,2024-07,208.85,284.3,171.0,1.83,9674357.0,2193208917.1
GBIME,2024-08,259.44,302.0,223.2,-0.09,11071954.0,2923666745.8
GBIME,2024-09,242.06,270.0,231.0,-0.25,4658153.0,1138895450.4
GBIME,2024-10,255.23,271.0,240.0,0.38,3872739.0,993153809.26
GBIME,2024-11,250.97,264.0,230.8,-0.09,2448100.0,619277490.2
GBIME,2024-12,226.54,239.0,217.6,-0.19,2349041.0,533336442.65
GBIME,2025-01,221.47,229.6,214.0,-0.19,1530337.0,338758965.7
GBIME,2025-02,221.24,236.6,215.0,0.28,2337444.0,519413293.4
GBIME,2025-03,224.18,251.0,210.7,-0.23,2981592.0,672912487.4
GBIME,2025-04,218.93,241.0,213.0,-0.1,2129750.0,466910163.44
GBIME,2025-05,223.58,253.4,213.0,0.84,4865873.0,1118257646.4
GBIME,2025-06,235.37,257.0,227.5,-0.15,4355664.0,1036162488.0
GBIME,2025-07,255.26,278.9,236.1,0.38,11103031.0,2869662478.0
GBIME,2025-08,252.73,262.0,248.0,-0.24,4193122.0,1064496296.1
GBIME,2025-09,246.49,256.3,223.0,0.04,1272801.0,313093171.4
GBIME,2025-10,240.55,250.1,230.3,-0.06,2477189.0,592945680.5
GBIME,2025-11,228.21,249.0,218.9,-0.33,2756898.0,629477680.4
GBIME,2025-12,226.05,233.2,221.0,-0.04,1516327.0,342474438.8
GBIME,2026-01,228.57,238.0,224.9,-0.03,2322960.0,532231924.0
GBIME,2026-02,226.9,229.0,221.6,-0.09,333656.0,75757818.5
HBL,2011-04,501.43,535.0,486.0,-1.22,4467.0,2234427.0
HBL,2011-05,523.35,566.0,464.0,0.6,8302.0,4297331.0
HBL,2011-06,447.84,530.0,380.0,-0.31,18310.0,8473262.0
HBL,2011-07,584.05,655.0,491.0,1.23,15667.0,9351384.0
HBL,2011-08,611.6,638.0,577.0,-0.09,8996.0,5472859.0
HBL,2011-09,566.2,619.0,507.0,-0.19,9977.0,5609180.0
HBL,2011-10,579.38,601.0,561.0,-0.3,2352.0,1361666.0
HBL,2011-11,609.44,648.0,566.0,0.39,18499.0,11260298.0
HBL,2011-12,520.29,613.0,466.0,-1.35,8559.0,4998673.0
HBL,2012-01,468.06,494.0,452.0,-0.07,7656.0,3557095.0
HBL,2012-02,460.69,473.0,451.0,0.0,8036.0,3687180.0
HBL,2012-03,459.65,481.0,438.0,-0.19,10598.0,4818834.0
HBL,2012-04,532.29,718.0,440.0,2.08,34004.0,19149948.0
HBL,2012-05,702.69,850.0,590.0,0.59,28490.0,20245823.0
HBL,2012-06,593.33,731.0,545.0,-0.84,35568.0,21097476.0
HBL,2012-07,653.04,710.0,602.0,0.56,34012.0,21987873.0
HBL,2012-08,678.58,700.0,640.0,0.0,18781.0,12737179.0
HBL,2012-09,699.9,731.0,675.0,0.02,22586.0,15821000.0
HBL,2012-10,706.94,778.0,675.0,0.64,9170.0,6452973.0
HBL,2012-11,835.12,923.0,745.0,0.66,47022.0,39827252.0
HBL,2012-12,827.9,895.0,779.0,-0.22,32724.0,27167735.0
HBL,2013-01,788.0,836.0,750.0,-0.31,14681.0,11593666.0
HBL,2013-02,799.78,872.0,734.0,0.49,24997.0,19912944.0
HBL,2013-03,799.06,869.0,742.0,-0.47,18250.0,14523738.0
HBL,2013-04,751.16,782.0,707.0,-0.13,23124.0,17131430.0
HBL,2013-05,712.95,735.0,682.0,-0.1,13411.0,9523684.0
HBL,2013-06,708.52,734.0,671.0,-0.15,20497.0,14500700.0
HBL,2013-07,705.87,744.0,668.0,0.22,22828.0,16002465.0
HBL,2013-08,741.39,760.0,694.0,0.01,29582.0,21841315.0
HBL,2013-09,678.43,736.0,600.0,-0.37,42834.0,27724812.0
HBL,2013-10,730.58,784.0,675.0,0.6,17806.0,13000783.0
HBL,2013-11,768.42,896.0,722.0,-0.01,46012.0,35771088.0
HBL,2013-12,837.7,973.0,740.0,0.99,77455.0,66047094.0
HBL,2014-01,885.4,920.0,855.0,-0.16,55451.0,49005082.0
HBL,2014-02,902.59,991.0,855.0,0.5,42252.0,38711770.0
HBL,2014-03,848.45,951.0,804.0,-0.74,30860.0,27032298.0
HBL,2014-04,816.11,835.0,791.0,0.0,24033.0,19554415.0
HBL,2014-05,840.16,880.0,795.0,0.15,29449.0,24603461.0
HBL,2014-06,903.36,995.0,825.0,0.52,60460.0,53983098.0
HBL,2014-07,962.05,1020.0,920.0,0.17,78685.0,76467441.0
HBL,2014-08,948.94,1004.0,905.0,-0.14,36914.0,35207290.0
HBL,2014-09,871.89,935.0,831.0,-0.24,35741.0,31175782.0
HBL,2014-10,877.93,920.0,850.0,0.2,20196.0,17851643.0
HBL,2014-11,844.61,904.0,800.0,-0.43,28203.0,23506826.0
HBL,2014-12,723.15,775.0,680.0,-0.36,12477.0,9066896.0
HBL,2015-01,863.32,990.0,760.0,1.25,68378.0,61283922.0
HBL,2015-02,923.17,964.0,880.0,-0.47,27159.0,24911074.0
HBL,2015-03,880.35,935.0,825.0,-0.24,29707.0,25726319.0
HBL,2015-04,840.38,867.0,820.0,-0.07,16016.0,13371005.0
HBL,2015-05,733.5,814.0,705.0,-2.85,3490.0,2550089.0
HBL,2015-06,800.79,877.0,740.0,0.47,51847.0,41457774.0
HBL,2015-07,864.0,1081.0,803.0,0.98,65525.0,61780190.0
HBL,2015-08,1212.05,1475.0,980.0,1.39,267226.0,307405999.0
HBL,2015-09,1332.21,1480.0,1200.0,0.13,178892.0,239551304.0
HBL,2015-10,1262.6,1350.0,1120.0,-0.64,44842.0,56464541.0
HBL,2015-11,1265.26,1340.0,1180.0,0.18,103007.0,130268743.0
HBL,2015-12,1008.14,1350.0,915.0,-1.12,143930.0,176965869.0
HBL,2016-01,956.91,1000.0,915.0,0.18,44942.0,43266180.0
HBL,2016-02,1061.68,1190.0,977.0,0.7,105690.0,114829190.0
HBL,2016-03,1143.32,1229.0,1095.0,0.33,107684.0,123656317.0
HBL,2016-04,1334.06,1470.0,1137.0,1.09,175902.0,238581527.0
HBL,2016-05,1452.91,1512.0,1366.0,0.16,209306.0,304423566.0
HBL,2016-06,1489.41,1632.0,1392.0,0.33,210838.0,316323245.0
HBL,2016-07,1587.58,1700.0,1480.0,0.21,181619.0,292028759.0
HBL,2016-08,1560.24,1660.0,1393.0,0.07,172286.0,270420609.0
HBL,2016-09,1632.0,1714.0,1530.0,-0.26,84375.0,139685616.0
HBL,2016-10,1592.21,1640.0,1382.0,-0.76,59796.0,95513053.0
HBL,2016-11,1275.37,1400.0,1000.0,-0.37,96430.0,118012593.0
HBL,2016-12,1110.05,1360.0,790.0,-2.17,96801.0,110735809.0
HBL,2017-01,877.68,915.0,814.0,0.09,48494.0,42239820.0
HBL,2017-02,841.47,890.0,735.0,-0.09,43061.0,35913348.0
HBL,2017-03,897.95,1039.0,815.0,1.01,48512.0,44877899.0
HBL,2017-04,1004.89,1144.0,955.0,-0.01,98388.0,100562284.0
HBL,2017-05,959.5,999.0,912.0,-0.27,37411.0,35580132.0
HBL,2017-06,907.53,960.0,865.0,-0.2,58004.0,52503512.0
HBL,2017-07,900.36,930.0,862.0,0.13,71273.0,64406467.0
HBL,2017-08,906.15,932.0,880.0,-0.16,79973.0,72498209.0
HBL,2017-09,869.43,907.0,820.0,0.07,41064.0,35457039.0
HBL,2017-10,872.17,900.0,847.0,-0.21,37189.0,32331652.0
HBL,2017-11,855.55,888.0,827.0,0.13,78370.0,67240439.0
HBL,2017-12,799.56,880.0,590.0,-2.04,79956.0,61484455.0
HBL,2018-01,654.37,686.0,600.0,0.61,47097.0,30641589.0
HBL,2018-02,655.71,681.0,637.0,-0.2,34067.0,22444328.0
HBL,2018-03,592.83,625.0,560.0,-0.35,93124.0,54846641.0
HBL,2018-04,615.76,682.0,575.0,0.14,86811.0,53897842.0
HBL,2018-05,606.35,626.0,589.0,-0.07,30717.0,18534893.0
HBL,2018-06,560.74,595.0,535.0,-0.53,31084.0,17436782.0
HBL,2018-07,549.96,579.0,525.0,0.12,26332.0,14522825.0
HBL,2018-08,550.71,578.0,530.0,-0.18,31705.0,17412027.0
HBL,2018-09,556.37,577.0,525.0,0.26,46530.0,26054567.0
HBL,2018-10,541.15,566.0,524.0,-0.2,47468.0,25581468.0
HBL,2018-11,523.58,550.0,500.0,-0.36,26850.0,13970278.0
HBL,2018-12,500.95,537.0,475.0,0.05,55889.0,27897338.0
HBL,2019-01,456.65,482.0,442.0,-0.29,32196.0,14701300.0
HBL,2019-02,431.42,462.0,418.0,-0.19,30165.0,13031209.0
