bank_code,year_month,close,high,low,per_change,traded_quantity,traded_amount
MBL,2024-01,196.7,212.5,185.7,-0.32,1706838.0,337683603.0
MBL,2024-02,181.54,189.0,176.0,-0.25,826137.0,150285913.7
MBL,2024-03,181.48,193.0,174.0,-0.04,681447.0,123513354.8
MBL,2024-04,170.57,178.5,161.0,-0.12,651213.0,109906408.0
MBL,2024-05,172.35,194.0,157.8,0.16,957610.0,169706693.2
MBL,2024-06,171.5,179.5,165.0,-0.29,818237.0,140624177.7
MBL,2024-07,210.09,274.0,164.2,2.08,4589741.0,1047280467.8
MBL,2024-08,258.38,295.0,227.1,-0.15,5016527.0,1327022399.7
MBL,2024-09,240.9,265.0,228.5,-0.32,1758613.0,425678831.0
MBL,2024-10,254.72,273.0,232.3,0.39,1503409.0,385624275.9
MBL,2024-11,265.82,290.0,247.0,0.29,2366352.0,632810701.2
MBL,2024-12,243.46,267.3,230.0,-0.58,1686110.0,410524629.9
MBL,2025-01,228.12,240.0,219.0,-0.22,1520814.0,346550766.9
MBL,2025-02,231.13,246.9,224.0,0.44,2502166.0,580781446.4
MBL,2025-03,231.21,253.9,219.4,-0.24,2044144.0,482224290.9
MBL,2025-04,224.48,238.6,212.0,-0.37,1723467.0,387637170.6
MBL,2025-05,218.49,240.0,208.6,0.57,2058984.0,456258007.7
MBL,2025-06,218.36,239.5,212.0,-0.29,1815752.0,398547764.3
MBL,2025-07,248.05,272.1,218.0,0.66,6062600.0,1542131902.0
MBL,2025-08,251.38,272.0,244.2,-0.13,2741866.0,697804972.1
MBL,2025-09,237.97,255.7,219.6,-0.6,956444.0,231281738.9
MBL,2025-10,212.76,230.0,205.0,-0.31,606247.0,129462118.3
MBL,2025-11,214.34,226.0,207.2,0.12,946883.0,204012195.9
MBL,2025-12,217.97,226.0,211.6,0.16,848771.0,185131567.6
MBL,2026-01,228.78,246.8,215.7,0.18,1319899.0,303936478.3
MBL,2026-02,227.02,233.0,222.4,-0.84,208965.0,47411304.9
NABIL,2011-05,1160.09,1194.0,1080.0,-0.42,4176.0,4770964.0
NABIL,2011-06,1044.7,1375.0,790.0,0.42,32632.0,34658513.0
NABIL,2011-07,1231.52,1410.0,1030.0,0.51,24486.0,29284647.0
NABIL,2011-08,1185.33,1270.0,934.0,-1.2,17841.0,19291274.0
NABIL,2011-09,934.58,999.0,875.0,-0.17,13034.0,12168855.0
NABIL,2011-10,936.5,998.0,850.0,-0.42,6784.0,6252460.0
NABIL,2011-11,889.35,1015.0,860.0,-0.18,9145.0,8305423.0
NABIL,2011-12,825.32,887.0,781.0,0.03,15510.0,12568925.0
NABIL,2012-01,859.37,916.0,814.0,-0.16,20608.0,17504645.0
NABIL,2012-02,846.5,876.0,820.0,0.14,11988.0,10052300.0
NABIL,2012-03,873.56,887.0,836.0,0.05,6862.0,5913317.0
NABIL,2012-04,1094.68,1550.0,835.0,2.69,36371.0,45246309.0
NABIL,2012-05,1377.4,1585.0,1113.0,-0.56,52954.0,73479377.0
NABIL,2012-06,1230.11,1320.0,1186.0,0.33,22249.0,27451032.0
NABIL,2012-07,1367.17,1502.0,1242.0,0.6,37964.0,52871552.0
NABIL,2012-08,1457.32,1500.0,1405.0,-0.04,27123.0,39374415.0
NABIL,2012-09,1456.55,1520.0,1400.0,-0.12,36790.0,53531874.0
NABIL,2012-10,1205.69,1428.0,1101.0,-0.58,20424.0,27179939.0
NABIL,2012-11,1438.06,1575.0,1220.0,0.99,43439.0,63673198.0
NABIL,2012-12,1527.75,1701.0,1403.0,0.76,68640.0,105983125.0
NABIL,2013-01,1626.81,1698.0,1540.0,-0.32,51751.0,84141993.0
NABIL,2013-02,1763.61,2000.0,1595.0,1.02,70193.0,124285189.0
NABIL,2013-03,1876.89,1998.0,1785.0,-0.3,47810.0,89298542.0
NABIL,2013-04,1805.63,1860.0,1750.0,-0.04,39370.0,71018916.0
NABIL,2013-05,1727.9,1804.0,1660.0,-0.06,57244.0,98265413.0
NABIL,2013-06,1736.86,1785.0,1700.0,0.02,28261.0,49027856.0
NABIL,2013-07,1829.09,1970.0,1725.0,0.42,53379.0,97855489.0
NABIL,2013-08,1863.5,1950.0,1812.0,-0.26,29731.0,55475694.0
NABIL,2013-09,1940.05,2039.0,1799.0,0.38,89301.0,174741877.0
NABIL,2013-10,2095.84,2240.0,1950.0,0.57,73321.0,155685616.0
NABIL,2013-11,2315.67,2567.0,2150.0,0.71,70438.0,162445232.0
NABIL,2013-12,2394.75,2800.0,2200.0,-0.26,85430.0,214592519.0
NABIL,2014-01,2141.6,2260.0,2025.0,-0.37,47286.0,99821980.0
NABIL,2014-02,2096.12,2227.0,1995.0,0.29,30998.0,64971363.0
NABIL,2014-03,1935.95,2130.0,1790.0,-0.63,39240.0,74952412.0
NABIL,2014-04,1944.32,2009.0,1880.0,0.13,30372.0,58835514.0
NABIL,2014-05,1965.0,2111.0,1788.0,0.14,102544.0,195473804.0
NABIL,2014-06,2210.36,2413.0,1970.0,0.71,124741.0,273433881.0
NABIL,2014-07,2524.0,2680.0,2300.0,0.5,77699.0,194459008.0
NABIL,2014-08,2446.28,2600.0,2223.0,-0.2,101865.0,249959907.0
NABIL,2014-09,2310.84,2488.0,2140.0,-0.1,68485.0,159508272.0
NABIL,2014-10,2336.67,2394.0,2250.0,-0.19,20115.0,46622010.0
NABIL,2014-11,1947.68,2325.0,1564.0,-1.6,82945.0,169825315.0
NABIL,2014-12,1807.29,2000.0,1635.0,0.42,50965.0,91134848.0
NABIL,2015-01,1916.26,2038.0,1825.0,0.54,58324.0,111263689.0
NABIL,2015-02,1991.26,2062.0,1905.0,-0.23,44570.0,88978954.0
NABIL,2015-03,1914.43,1975.0,1840.0,-0.13,33003.0,63034771.0
NABIL,2015-04,1905.06,1960.0,1830.0,0.1,26102.0,49421718.0
NABIL,2015-05,1660.4,1864.0,1575.0,-1.8,17715.0,29150508.0
NABIL,2015-06,1905.22,2010.0,1750.0,0.46,40654.0,77281376.0
NABIL,2015-07,2005.84,2346.0,1896.0,1.02,111755.0,241928373.0
NABIL,2015-08,2521.86,2794.0,2271.0,0.57,164248.0,417361043.0
NABIL,2015-09,2545.42,2725.0,2400.0,-0.05,101944.0,260104195.0
NABIL,2015-10,2384.53,2600.0,2190.0,-0.75,55841.0,133386382.0
NABIL,2015-11,2228.89,2330.0,2000.0,-0.44,43308.0,94319635.0
NABIL,2015-12,1908.64,2300.0,1799.0,-0.4,95669.0,182097054.0
NABIL,2016-01,1861.55,1965.0,1795.0,0.08,71804.0,134335931.0
NABIL,2016-02,1911.63,1985.0,1875.0,0.05,72507.0,138900645.0
NABIL,2016-03,1958.53,2200.0,1880.0,0.42,166282.0,332755192.0
NABIL,2016-04,2162.06,2280.0,2008.0,0.46,211820.0,458440906.0
NABIL,2016-05,2265.27,2340.0,2195.0,-0.03,237030.0,537797110.0
NABIL,2016-06,2303.14,2509.0,2150.0,0.39,209941.0,488340529.0
NABIL,2016-07,2404.47,2500.0,2250.0,0.12,198620.0,479364512.0
NABIL,2016-08,2330.76,2470.0,2205.0,-0.19,122760.0,286059494.0
NABIL,2016-09,2194.94,2548.0,1685.0,-1.31,300461.0,689100759.0
NABIL,2016-10,1771.67,1810.0,1702.0,-0.14,84019.0,148933752.0
NABIL,2016-11,1672.05,1795.0,1450.0,-0.18,127607.0,211318371.0
NABIL,2016-12,1579.26,1734.0,1421.0,-0.56,72180.0,113447061.0
NABIL,2017-01,1499.5,1565.0,1304.0,-0.39,92909.0,138212205.0
NABIL,2017-02,1428.0,1550.0,1275.0,0.05,117793.0,166467391.0
NABIL,2017-03,1469.21,1606.0,1388.0,0.57,132340.0,197383145.0
NABIL,2017-04,1573.84,1716.0,1500.0,-0.01,114384.0,181319078.0
NABIL,2017-05,1545.56,1596.0,1490.0,-0.16,55054.0,85006733.0
NABIL,2017-06,1478.53,1540.0,1436.0,0.0,112578.0,166723405.0
NABIL,2017-07,1562.41,1670.0,1460.0,0.37,111836.0,177021149.0
NABIL,2017-08,1725.4,1810.0,1625.0,0.24,215031.0,373748219.0
NABIL,2017-09,1387.14,1715.0,1170.0,-1.79,225715.0,343844064.0
NABIL,2017-10,1238.61,1291.0,1190.0,-0.19,73562.0,90680392.0
NABIL,2017-11,1175.41,1235.0,1121.0,-0.14,167722.0,196498183.0
NABIL,2017-12,1145.78,1181.0,1015.0,-0.79,87600.0,98284000.0
NABIL,2018-01,1056.58,1101.0,1010.0,0.27,246728.0,259689573.0
NABIL,2018-02,1078.56,1130.0,1055.0,-0.05,202820.0,219001517.0
NABIL,2018-03,1009.22,1070.0,888.0,-0.48,289448.0,288962936.0
NABIL,2018-04,1002.1,1081.0,917.0,0.22,333094.0,334182360.0
NABIL,2018-05,1000.62,1025.0,978.0,-0.06,120786.0,120964630.0
NABIL,2018-06,951.26,1000.0,921.0,-0.37,67810.0,64713001.0
NABIL,2018-07,912.17,953.0,897.0,-0.12,294825.0,267452051.0
NABIL,2018-08,927.14,966.0,894.0,0.22,138730.0,128888685.0
NABIL,2018-09,964.11,984.0,946.0,0.01,132137.0,127490201.0
NABIL,2018-10,943.5,970.0,916.0,0.01,59015.0,55454107.0
NABIL,2018-11,912.42,949.0,882.0,-0.41,63261.0,57490532.0
NABIL,2018-12,858.0,880.0,830.0,-0.11,127805.0,109626069.0
NABIL,2019-01,839.91,863.0,830.0,-0.1,95687.0,80485100.0
NABIL,2019-02,800.58,845.0,678.0,-0.46,165145.0,130518323.0
NABIL,2019-03,706.53,731.0,680.0,0.19,145340.0,102718990.0
NABIL,2019-04,792.76,900.0,709.0,0.9,276746.0,219954999.0
NABIL,2019-05,842.71,882.0,827.0,-0.05,110781.0,93410710.0
NABIL,2019-06,815.84,848.0,785.0,-0.4,151761.0,123116741.0
NABIL,2019-07,802.61,838.0,775.0,0.09,301102.0,241475689.0
NABIL,2019-08,782.9,805.0,760.0,-0.18,218190.0,170779095.0
NABIL,2019-09,765.32,792.0,742.0,-0.05,165953.0,127203064.0
NABIL,2019-10,763.93,780.0,753.0,0.01,93685.0,71344505.0
NABIL,2019-11,748.9,780.0,724.0,-0.24,296264.0,222343858.0
NABIL,2019-12,721.96,762.0,660.0,-0.24,374707.0,272027920.0
NABIL,2020-01,726.82,780.0,680.0,0.36,423331.0,308781107.0
NABIL,2020-02,763.0,955.0,715.0,1.35,840571.0,671546344.0
NABIL,2020-03,794.5,1000.0,690.0,-2.1,1064506.0,885356488.0
NABIL,2020-05,670.0,687.0,660.0,-2.97,2730.0,1861770.0
NABIL,2020-06,692.5,726.0,594.0,4.47,49489.0,31432688.0
NABIL,2020-07,797.82,955.0,699.0,0.78,996584.0,812107713.0
NABIL,2020-08,827.33,877.0,800.0,-0.06,633148.0,523325442.0
NABIL,2020-09,861.0,903.0,835.0,0.12,753975.0,651517900.0
NABIL,2020-10,873.06,948.0,817.0,0.27,521381.0,457918417.0
NABIL,2020-11,950.0,1244.0,858.0,1.37,2051027.0,2100237533.0
NABIL,2020-12,1221.3,1550.0,1048.0,1.11,4407047.0,5502144342.0
NABIL,2021-01,1126.2,1205.0,1042.0,0.06,2163790.0,2442325279.0
NABIL,2021-02,1247.75,1435.0,1065.0,0.81,4088477.0,5202512518.0
NABIL,2021-03,1250.05,1338.0,1145.0,0.01,2104106.0,2631456525.0
NABIL,2021-04,1307.58,1449.0,1225.0,-0.08,2579950.0,3387926861.0
NABIL,2021-05,1285.71,1377.0,1250.0,0.06,2000706.0,2578260981.0
NABIL,2021-06,1302.73,1380.0,1232.0,0.04,2512496.0,3278805408.0
NABIL,2021-07,1389.52,1515.0,1261.0,0.67,2547152.0,3587412769.2
NABIL,2021-08,1484.86,1560.0,1402.0,-0.2,2311581.0,3428175936.1
NABIL,2021-09,1420.99,1482.0,1345.0,-0.03,2082142.0,2955907672.0
NABIL,2021-10,1482.58,1629.9,1370.0,0.7,1693578.0,2562730940.3
NABIL,2021-11,1560.77,1740.0,1508.0,-0.19,2638923.0,4205827484.7
NABIL,2021-12,1465.12,1570.8,1364.0,-0.21,2094896.0,3081592662.9
NABIL,2022-01,1134.68,1213.0,1086.0,0.19,2172405.0,2464015367.3
NABIL,2022-02,1080.69,1143.5,1037.0,-0.42,1052597.0,1140840093.8
NABIL,2022-03,1034.93,1100.5,985.9,-0.18,855269.0,878563740.0
NABIL,2022-04,958.79,1010.1,918.2,-0.42,938722.0,903053770.4
NABIL,2022-05,904.46,951.0,865.0,-0.3,740912.0,670628365.1
NABIL,2022-06,815.72,883.9,726.0,-0.17,1043323.0,846449909.8
NABIL,2022-07,848.87,916.0,787.0,0.23,1171258.0,1000148010.1
NABIL,2022-08,808.98,897.5,781.0,-0.45,1604528.0,1301119654.3
NABIL,2022-09,769.36,812.8,746.0,-0.03,1091977.0,841649151.8
NABIL,2022-10,799.36,823.1,781.7,0.42,434417.0,347138395.2
NABIL,2022-11,835.44,890.0,803.0,0.4,893238.0,752141173.4
NABIL,2022-12,836.47,930.0,793.0,-0.22,1856440.0,1569491791.9
NABIL,2023-01,721.72,865.0,688.0,-0.15,2194694.0,1617283285.6
NABIL,2023-02,676.69,705.7,652.0,-0.28,978760.0,663611087.3
NABIL,2023-03,621.35,660.0,588.1,-0.45,1008515.0,625518693.8
NABIL,2023-04,603.35,643.8,577.0,-0.03,1029481.0,620370113.9
NABIL,2023-05,593.4,615.0,575.6,-0.13,822818.0,488999977.82
NABIL,2023-06,594.24,633.0,580.0,0.21,1458020.0,869451571.78
NABIL,2023-07,604.67,653.0,574.3,0.08,1921636.0,1170217446.2
NABIL,2023-08,599.33,637.7,585.0,-0.21,1100545.0,661661635.4
NABIL,2023-09,587.89,608.0,575.3,0.05,731028.0,429361962.7
NABIL,2023-10,577.99,596.5,560.5,-0.13,821671.0,474694808.2
NABIL,2023-11,551.79,582.0,499.0,-0.64,941347.0,505462475.3
NABIL,2023-12,514.12,539.0,493.0,-0.02,1192836.0,616212380.1
NABIL,2024-01,492.63,513.0,483.2,-0.19,2039288.0,1006914063.1
NABIL,2024-02,459.21,494.2,429.0,-0.6,1315923.0,606786498.8
NABIL,2024-03,451.7,480.0,422.0,0.15,840181.0,379795969.3
NABIL,2024-04,433.04,446.7,422.0,-0.11,799746.0,345792978.5
NABIL,2024-05,451.69,532.0,419.0,0.58,1624974.0,774321208.4
NABIL,2024-06,471.62,497.0,450.8,-0.28,975452.0,460468553.8
NABIL,2024-07,544.77,690.0,450.0,1.61,3739988.0,2169161896.8
NABIL,2024-08,639.31,700.0,600.0,-0.39,4366760.0,2816636810.85
NABIL,2024-09,571.56,623.0,540.0,-0.46,1793997.0,1038815949.2
NABIL,2024-10,588.69,619.0,550.0,0.27,1358397.0,798073520.84
NABIL,2024-11,558.19,579.0,539.0,-0.4,1222824.0,682945522.7
NABIL,2024-12,514.69,546.7,497.9,-0.36,1361049.0,700418896.4
NABIL,2025-01,490.51,510.0,475.0,-0.28,1283228.0,629839043.1
NABIL,2025-02,490.69,518.0,476.1,0.3,1148004.0,564303996.1
NABIL,2025-03,492.7,529.2,476.5,-0.15,1217682.0,604572179.8
NABIL,2025-04,486.52,501.2,478.0,-0.08,893403.0,435035863.3
NABIL,2025-05,487.51,527.0,474.1,0.26,1008667.0,494181363.2
NABIL,2025-06,490.51,510.4,481.0,-0.08,955421.0,469336423.2
NABIL,2025-07,527.56,562.0,490.0,0.39,3108448.0,1661563869.6
NABIL,2025-08,523.85,540.0,509.0,-0.14,1395379.0,732904004.9
NABIL,2025-09,517.01,538.2,471.0,0.13,533805.0,275107316.2
NABIL,2025-10,510.64,544.0,503.0,-0.31,605792.0,309658760.3
NABIL,2025-11,509.13,522.0,501.0,0.07,691507.0,352494850.0
NABIL,2025-12,499.94,519.4,489.0,-0.16,949858.0,474194301.6
NABIL,2026-01,492.03,508.0,485.0,0.01,1123268.0,554389489.2
NABIL,2026-02,497.75,506.0,488.2,-0.04,273590.0,136339067.3
NBB,2011-05,137.17,178.0,120.0,-1.61,22071.0,2933142.0
NBB,2011-06,124.78,156.0,102.0,-0.06,38326.0,5106747.0
NBB,2011-07,133.42,157.0,120.0,0.17,32110.0,4373077.0
NBB,2011-08,128.25,139.0,116.0,-0.12,21944.0,2706380.0
NBB,2011-09,116.07,125.0,102.0,-0.42,16189.0,1814334.0
NBB,2011-10,125.58,144.0,114.0,1.31,61093.0,7802934.0
NBB,2011-11,138.67,154.0,129.0,0.06,62042.0,8860192.0
NBB,2011-12,126.86,140.0,119.0,-0.36,48570.0,6043183.0
NBB,2012-01,123.72,132.0,113.0,-0.42,33556.0,4000652.0
NBB,2012-02,112.0,118.0,108.0,-0.08,39078.0,4361807.0
NBB,2012-03,107.22,113.0,103.0,-0.4,62869.0,6749308.0
NBB,2012-04,121.63,161.0,101.0,2.13,90880.0,11665104.0
NBB,2012-05,145.82,175.0,128.0,-0.2,92616.0,13493552.0
NBB,2012-06,122.44,141.0,116.0,-0.75,96080.0,11635400.0
NBB,2012-07,130.83,155.0,119.0,0.81,224560.0,29770944.0
NBB,2012-08,135.42,147.0,122.0,0.18,85747.0,11405463.0
NBB,2012-09,146.45,172.0,128.0,0.44,392219.0,57232945.0
NBB,2012-10,162.19,174.0,152.0,0.48,274311.0,44135161.0
NBB,2012-11,227.29,295.0,165.0,2.05,727540.0,173755045.0
NBB,2012-12,252.85,277.0,221.0,0.85,692172.0,174063000.0
NBB,2013-01,251.14,280.0,231.0,-0.79,417501.0,105254112.0
NBB,2013-02,299.44,347.0,236.0,2.3,1352565.0,399502012.0
NBB,2013-03,333.5,364.0,310.0,-0.56,873385.0,295279939.0
NBB,2013-04,310.89,331.0,280.0,-0.5,361621.0,111900185.0
NBB,2013-05,287.25,321.0,259.0,0.21,199512.0,57733376.0
NBB,2013-06,294.29,309.0,280.0,0.02,233690.0,68449199.0
NBB,2013-07,299.74,316.0,283.0,0.24,273230.0,81735295.0
NBB,2013-08,314.33,400.0,288.0,1.06,630573.0,216270875.0
NBB,2013-09,370.95,394.0,356.0,0.07,642788.0,237748405.0
NBB,2013-10,387.95,408.0,366.0,0.29,408302.0,157318835.0
NBB,2013-11,416.69,484.0,380.0,1.02,430083.0,182685125.0
NBB,2013-12,558.6,699.0,430.0,1.92,1278393.0,727857770.0
NBB,2014-01,635.15,671.0,600.0,-0.01,629347.0,397131253.0
NBB,2014-02,622.22,664.0,601.0,-0.26,190123.0,118380320.0
NBB,2014-03,584.11,618.0,550.0,-0.19,137265.0,80852908.0
NBB,2014-04,600.37,624.0,581.0,0.11,255527.0,153291562.0
NBB,2014-05,640.21,670.0,590.0,0.5,518079.0,330482651.0
NBB,2014-06,705.05,740.0,657.0,0.05,619120.0,435975853.0
NBB,2014-07,705.0,770.0,655.0,0.33,375075.0,265115397.0
NBB,2014-08,668.06,720.0,590.0,-0.89,336205.0,220020405.0
NBB,2014-09,588.79,625.0,540.0,-0.1,358749.0,207638662.0
NBB,2014-10,578.2,615.0,560.0,-0.18,92470.0,53258972.0
NBB,2014-11,507.68,572.0,433.0,-0.87,302266.0,149425354.0
NBB,2014-12,441.18,495.0,400.0,-0.22,121031.0,53875048.0
NBB,2015-01,491.0,565.0,445.0,1.18,351850.0,175031351.0
NBB,2015-02,526.21,561.0,509.0,-0.24,207254.0,108606940.0
NBB,2015-03,513.24,544.0,490.0,-0.22,191465.0,98305979.0
NBB,2015-04,497.56,514.0,485.0,-0.14,104842.0,52192048.0
NBB,2015-05,417.5,479.0,385.0,-1.52,102342.0,42025215.0
NBB,2015-06,501.25,567.0,432.0,0.69,479959.0,239469328.0
NBB,2015-07,533.0,681.0,499.0,0.51,393006.0,215175919.0
NBB,2015-08,619.0,719.0,545.0,0.87,813430.0,501408506.0
NBB,2015-09,666.79,701.0,635.0,0.0,597754.0,400451345.0
NBB,2015-10,620.4,670.0,568.0,-0.83,276474.0,170681336.0
NBB,2015-11,489.79,603.0,399.0,-1.65,282926.0,147739625.0
NBB,2015-12,439.86,460.0,415.0,0.29,196035.0,86301430.0
NBB,2016-01,464.91,506.0,429.0,0.46,483455.0,227576541.0
NBB,2016-02,516.74,583.0,477.0,0.68,750121.0,395038400.0
NBB,2016-03,551.42,585.0,528.0,-0.02,637282.0,351454091.0
NBB,2016-04,582.56,659.0,525.0,0.76,1230958.0,723492449.0
NBB,2016-05,689.36,764.0,610.0,0.7,1932961.0,1337890588.0
NBB,2016-06,819.05,911.0,697.0,0.78,2636556.0,2164269800.0
NBB,2016-07,916.0,1044.0,809.0,0.86,1151957.0,1078992696.0
NBB,2016-08,1037.52,1130.0,970.0,0.55,1712790.0,1775512800.0
NBB,2016-09,1177.74,1255.0,1123.0,0.14,1600532.0,1904979476.0
NBB,2016-10,937.73,1195.0,825.0,-1.78,551408.0,585790883.0
NBB,2016-11,784.58,869.0,633.0,-0.31,442230.0,337438689.0
NBB,2016-12,744.26,832.0,680.0,-0.53,371333.0,277298391.0
NBB,2017-01,717.77,760.0,602.0,-0.48,347772.0,244619190.0
NBB,2017-02,633.21,700.0,563.0,-0.31,634610.0,392703879.0
NBB,2017-03,671.84,775.0,461.0,-0.83,1367801.0,935722385.0
NBB,2017-04,476.95,550.0,443.0,-0.36,501802.0,243831617.0
NBB,2017-05,427.5,467.0,405.0,-0.34,318240.0,136896685.0
NBB,2017-06,413.53,444.0,392.0,-0.3,288252.0,118548131.0
NBB,2017-07,405.05,430.0,389.0,0.11,286182.0,116091803.0
NBB,2017-08,368.35,410.0,335.0,-0.87,518717.0,190740615.0
NBB,2017-09,326.64,343.0,308.0,-0.13,433549.0,140411876.0
NBB,2017-10,324.83,341.0,289.0,-0.62,382746.0,123490608.0
NBB,2017-11,285.09,298.0,261.0,0.0,535444.0,152031664.0
NBB,2017-12,283.33,303.0,266.0,-0.51,208372.0,58691712.0
NBB,2018-01,270.79,281.0,255.0,-0.17,284210.0,76762959.0
NBB,2018-02,250.83,267.0,241.0,-0.3,251703.0,63182147.0
NBB,2018-03,231.61,248.0,204.0,-0.29,275734.0,62693751.0
NBB,2018-04,239.9,274.0,215.0,0.16,804734.0,194423803.0
NBB,2018-05,231.67,240.0,222.0,-0.11,319619.0,73939468.0
NBB,2018-06,214.84,228.0,207.0,-0.39,217213.0,46594675.0
NBB,2018-07,210.09,222.0,204.0,-0.13,310921.0,65143748.0
NBB,2018-08,202.62,210.0,196.0,-0.14,234728.0,47474806.0
NBB,2018-09,212.89,234.0,197.0,0.51,697657.0,150965439.0
NBB,2018-10,212.45,218.0,206.0,-0.29,342249.0,72718108.0
NBB,2018-11,203.84,214.0,196.0,-0.28,258177.0,52335543.0
NBB,2018-12,197.82,210.0,189.0,-0.05,546478.0,109097494.0
NBB,2019-01,188.57,195.0,183.0,-0.23,325731.0,61486988.0
NBB,2019-02,182.95,187.0,178.0,0.01,218125.0,39817955.0
NBB,2019-03,192.47,205.0,182.0,0.31,298944.0,57574893.0
NBB,2019-04,219.0,242.0,194.0,0.84,1176478.0,258203225.0
NBB,2019-05,227.43,239.0,221.0,-0.1,608790.0,139129929.0
NBB,2019-06,222.47,233.0,211.0,-0.16,320083.0,71111495.0
NBB,2019-07,222.74,235.0,217.0,0.06,474686.0,105639749.0
NBB,2019-08,216.19,224.0,209.0,-0.26,367486.0,79466210.0
NBB,2019-09,209.86,217.0,204.0,-0.01,438838.0,91954343.0
NBB,2019-10,210.93,215.0,207.0,0.04,142196.0,29961631.0
NBB,2019-11,203.95,211.0,197.0,-0.29,230397.0,46918926.0
NBB,2019-12,193.48,207.0,184.0,-0.31,348881.0,68422326.0
NBB,2020-01,201.0,219.0,185.0,0.46,726937.0,147437101.0
NBB,2020-02,214.65,250.0,202.0,1.05,1435916.0,316546328.0
NBB,2020-03,215.86,270.0,191.0,-1.63,1407763.0,318006829.0
NBB,2020-05,189.5,194.0,187.0,-2.57,88.0,16826.0
NBB,2020-06,183.5,189.0,169.0,-0.12,24352.0,4236056.0
NBB,2020-07,204.77,243.0,183.0,0.5,822285.0,171059926.0
NBB,2020-08,199.14,210.0,190.0,-0.19,731040.0,145495986.0
NBB,2020-09,205.43,222.0,196.0,0.32,1400683.0,289671289.0
NBB,2020-10,222.5,248.0,202.0,0.62,1656111.0,371663942.0
NBB,2020-11,242.42,317.0,216.0,1.62,3655846.0,969541492.0
NBB,2020-12,265.35,330.0,241.0,-0.68,4307203.0,1184216571.0
NBB,2021-01,287.55,311.0,256.0,0.66,4511498.0,1314460964.0
NBB,2021-02,308.2,343.0,278.0,0.34,4471355.0,1391953719.0
NBB,2021-03,331.7,405.0,293.0,1.05,8992682.0,3141873114.0
NBB,2021-04,377.26,413.0,358.0,0.11,4777102.0,1816153661.0
NBB,2021-05,381.33,405.0,369.0,0.07,3903334.0,1503562925.0
NBB,2021-06,409.82,445.0,375.0,0.28,6747411.0,2788456950.0
NBB,2021-07,435.71,486.5,380.0,0.7,5746499.0,2550646732.6
NBB,2021-08,482.46,515.0,443.0,-0.17,5630234.0,2734384602.7
NBB,2021-09,440.2,477.0,406.1,-0.07,3414450.0,1509181812.9
NBB,2021-10,414.21,446.0,382.0,-0.14,1795058.0,750569274.0
NBB,2021-11,357.56,408.5,325.0,-0.22,2163256.0,798882369.4
NBB,2021-12,356.72,402.5,312.0,0.62,2561256.0,942592131.0
NBB,2022-01,398.44,426.8,385.0,-0.05,2727463.0,1093427846.0
NBL,2013-02,774.18,912.0,685.0,-2.19,57675.0,46952444.0
NBL,2013-03,665.5,714.0,630.0,-0.28,28008.0,18516792.0
NBL,2013-04,686.42,760.0,626.0,-0.14,60241.0,40894700.0
NBL,2013-05,321.33,615.0,143.0,-5.51,492400.0,241785175.0
NBL,2013-06,162.45,176.0,146.0,-0.46,26759.0,4282296.0
NBL,2013-07,160.1,172.0,147.0,0.33,24890.0,3935973.0
NBL,2013-08,166.17,182.0,155.0,0.01,27478.0,4548105.0
NBL,2013-09,163.52,175.0,152.0,-0.15,41388.0,6823172.0
NBL,2013-10,163.47,176.0,149.0,0.4,501701.0,81824173.0
NBL,2013-11,222.08,265.0,174.0,2.83,1310597.0,290289147.0
NBL,2013-12,320.0,381.0,245.0,1.78,1937950.0,633150804.0
NBL,2014-01,348.55,384.0,330.0,-0.03,1973841.0,719844331.0
NBL,2014-02,335.65,358.0,325.0,-0.12,305136.0,102530243.0
NBL,2014-03,320.74,338.0,300.0,-0.35,1065696.0,342542339.0
NBL,2014-04,316.89,332.0,305.0,-0.05,821951.0,257144586.0
NBL,2014-05,317.05,335.0,303.0,0.11,369839.0,117599719.0
NBL,2014-06,349.86,403.0,316.0,0.95,1114653.0,404730656.0
NBL,2014-07,461.91,566.0,385.0,1.39,2395506.0,1133235806.0
NBL,2014-08,473.11,535.0,410.0,-1.12,681835.0,327603365.0
NBL,2014-09,391.95,440.0,360.0,-0.33,597786.0,235839479.0
NBL,2014-10,385.07,400.0,370.0,-0.34,183479.0,70047821.0
NBL,2014-11,362.95,386.0,333.0,-0.41,282037.0,101785076.0
NBL,2014-12,346.73,371.0,325.0,0.04,1161919.0,398209688.0
NBL,2015-01,341.89,362.0,332.0,0.07,434378.0,149541267.0
NBL,2015-02,339.68,354.0,314.0,-0.05,340606.0,115348146.0
NBL,2015-03,319.48,339.0,300.0,-0.51,167699.0,53379810.0
NBL,2015-04,300.94,322.0,292.0,-0.32,179471.0,53942473.0
NBL,2015-05,243.83,287.0,225.0,-2.81,119771.0,29065724.0
NBL,2015-06,283.33,324.0,242.0,0.68,1120682.0,316235436.0
NBL,2015-07,285.37,338.0,265.0,0.09,370353.0,106069815.0
NBL,2015-08,279.32,310.0,258.0,0.04,445364.0,122245776.0
NBL,2015-09,281.47,295.0,268.0,-0.18,434694.0,119874372.0
NBL,2015-10,268.86,281.0,250.0,-0.38,105575.0,28380767.0
NBL,2015-11,261.63,281.0,247.0,-0.06,280741.0,73745462.0
